Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 10.0 100.0 10.0 0
#1 service 9 0 102.83 192.83 12.83 0
#1 service 4 0 196.43 286.43 16.43 0
#1 service 2 0 288.43 378.43 18.43 64.43
#1 service 3 0 380.43 470.43 20.43 0
#1 service 1 0 474.04 564.04 24.04 0
#1 service 5 0 569.04 659.04 29.04 0
#1 service 6 0 662.04 752.04 32.04 0
#1 service 8 0 754.04 844.04 34.04 0
#1 service 7 0 847.04 937.04 37.04 70.04
#1 finish 0 0 950.04 950.04 50.04 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  950.04 50.04 134.47
