Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 31.62 121.62 31.62 0
#1 service 2 0 123.62 213.62 33.62 0
#1 service 5 0 219.45 309.45 39.45 0
#1 service 8 0 314.45 404.45 44.45 0
#1 service 6 69.55 409.45 569.0 49.45 0
#1 service 7 0 571.0 661.0 51.45 0
#1 service 4 0 666.83 756.83 57.28 0
#1 service 3 0 761.83 851.83 62.28 0
#1 service 9 0 866.83 956.83 77.28 0
#1 service 10 0 968.01 1058.01 88.47 0
#1 finish 0 0 1078.63 1078.63 109.08 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   69.55  1078.63 109.08 0
