Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 126.46 151.54 288.0 151.54 0
#1 service 11 0 288.0 298.0 151.54 0
#1 service 10 0 298.0 308.0 151.54 0
#1 service 9 0 308.0 318.0 151.54 0
#1 service 3 358.03 429.97 798.0 263.51 0
#1 service 2 0 810.65 820.65 276.16 320.65
#1 service 6 0 843.91 853.91 299.42 467.91
#1 service 5 0 858.38 868.38 303.89 592.38
#1 service 4 0 874.04 884.04 309.55 231.04
#1 service 7 0 890.36 900.36 315.87 353.36
#1 service 1 0 960.37 970.37 375.88 0
#1 service 8 0 1073.02 1083.02 478.53 804.02
#1 finish 0 0 1250.93 1250.93 646.44 44.93
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   484.49  1250.93 646.44 2814.29
