Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 35.24 168.76 214.0 168.76 0
#1 service 5 1.8 231.2 243.0 185.96 0
#1 service 4 0 261.6 271.6 204.57 0
#1 service 7 133.31 294.69 438.0 227.65 0
#1 service 12 32.98 466.02 509.0 255.67 0
#1 service 2 0 583.24 593.24 329.91 0
#1 service 1 96.32 611.68 718.0 348.35 0
#1 service 3 0 747.15 757.15 377.51 0
#1 service 6 0 776.39 786.39 396.74 0
#1 service 10 0 810.39 820.39 420.74 0
#1 service 11 0 845.57 855.57 445.92 156.57
#1 service 9 0 881.65 891.65 472.0 0
#1 finish 0 0 1015.66 1015.66 596.01 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   299.65  1015.66 596.01 156.57
