Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 138.65 148.65 138.65 0
#1 service 12 0 151.82 161.82 141.82 0
#1 service 4 0 181.74 191.74 161.74 0
#1 service 5 0 223.88 233.88 193.88 0
#1 service 2 397.12 260.88 668.0 220.88 0
#1 service 3 0 677.49 687.49 230.37 0
#1 service 10 0 711.02 721.02 253.91 0
#1 service 6 0 734.48 744.48 267.36 0
#1 service 9 0 752.54 762.54 275.42 416.54
#1 service 8 0 769.75 779.75 282.63 478.75
#1 service 7 0 828.84 838.84 331.72 0
#1 service 1 0 870.62 880.62 363.5 0
#1 finish 0 0 1027.95 1027.95 510.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   397.12  1027.95 510.83 895.29
