Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 44.27 54.27 44.27 0
#1 service 8 0 88.11 98.11 78.11 0
#1 service 11 0 170.12 180.12 150.12 0
#1 service 9 106.65 182.35 299.0 152.35 0
#1 service 7 269.23 322.77 602.0 176.12 0
#1 service 4 0 666.01 676.01 240.13 0
#1 service 5 88.91 767.09 866.0 331.21 0
#1 service 6 0 873.28 883.28 338.49 713.28
#1 service 3 22.67 941.33 974.0 396.54 0
#1 service 1 0 985.7 995.7 408.25 80.7
#1 service 2 0 999.83 1009.83 412.37 585.83
#1 service 12 0 1114.49 1124.49 517.03 0
#1 finish 0 0 1171.35 1171.35 563.9 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   487.46  1171.35 563.9 1379.81
