Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 82.27 130.73 223.0 130.73 0
#1 service 9 0 226.0 236.0 133.73 0
#1 service 3 14.71 263.29 288.0 161.02 0
#1 service 6 68.0 295.0 373.0 168.02 0
#1 service 7 10.85 402.15 423.0 197.18 0
#1 service 2 0 452.07 462.07 226.25 0
#1 service 1 212.68 482.32 705.0 246.5 0
#1 service 4 0 730.96 740.96 272.46 0
#1 service 8 0 761.99 771.99 293.48 175.99
#1 service 5 83.47 793.53 887.0 315.02 0
#1 service 11 0 977.09 987.09 405.12 350.09
#1 service 12 0 996.53 1006.53 414.55 822.53
#1 finish 0 0 1088.55 1088.55 496.57 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   471.98  1088.55 496.57 1348.61
