Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 25.0 35.0 25.0 0
#1 service 8 0 42.07 52.07 32.07 0
#1 service 10 0 64.88 74.88 44.88 0
#1 service 1 0 104.03 114.03 74.03 0
#1 service 3 0 124.03 134.03 84.03 0
#1 service 4 0 140.36 150.36 90.36 0
#1 service 7 0 160.41 170.41 100.41 0
#1 service 6 2.59 175.41 188.0 105.41 0
#1 service 2 0 202.87 212.87 120.27 0
#1 service 5 0 224.53 234.53 131.93 61.53
#1 finish 0 0 247.57 247.57 144.97 7.57
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   2.59  247.57 144.97 69.09
