Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 33.54 43.54 33.54 0
#1 service 3 18.46 45.54 74.0 35.54 0
#1 service 8 0 77.0 87.0 38.54 0
#1 service 2 0 92.0 102.0 43.54 0
#1 service 5 0 107.83 117.83 49.37 0
#1 service 7 0 120.83 130.83 52.37 47.83
#1 service 1 0 136.66 146.66 58.2 31.66
#1 service 6 0 148.66 158.66 60.2 81.66
#1 service 4 0 164.05 174.05 65.59 42.05
#1 service 10 0 185.23 195.23 76.77 0
#1 finish 0 0 222.69 222.69 104.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   18.46  222.69 104.23 203.2
