Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 27.46 37.46 27.46 0
#1 service 3 0 74.66 84.66 64.66 0
#1 service 1 0 87.66 97.66 67.66 0
#1 service 2 0 99.66 109.66 69.66 0
#1 service 7 0 114.66 124.66 74.66 22.66
#1 service 8 0 129.66 139.66 79.66 0
#1 service 6 0 142.66 152.66 82.66 0
#1 service 4 0 156.66 166.66 86.66 52.66
#1 service 5 0 167.66 177.66 87.66 0
#1 service 10 0 227.0 237.0 137.0 105.0
#1 finish 0 0 272.0 272.0 172.0 32.0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  272.0 172.0 212.32
