Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 45.18 55.18 45.18 0
#1 service 2 0 57.18 67.18 47.18 0
#1 service 3 0 69.18 79.18 49.18 0
#1 service 6 2.82 89.18 102.0 59.18 0
#1 service 5 0 105.61 115.61 62.78 0
#1 service 7 0 123.67 133.67 70.85 28.67
#1 service 4 17.33 136.67 164.0 73.85 0
#1 service 8 0 206.43 216.43 116.27 124.43
#1 service 9 0 266.47 276.47 166.31 97.47
#1 service 10 0 316.72 326.72 206.56 106.72
#1 finish 0 0 345.95 345.95 225.8 105.95
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   20.15  345.95 225.8 463.23
