Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 21.02 111.02 21.02 0
#1 service 8 0 123.19 213.19 33.19 0
#1 service 6 0 219.51 309.51 39.51 0
#1 service 4 0 312.51 402.51 42.51 0
#1 service 3 0 404.75 494.75 44.75 0
#1 service 1 0 496.99 586.99 46.99 0
#1 service 5 0 591.11 681.11 51.11 0
#1 service 2 0 686.94 776.94 56.94 0
#1 service 7 0 781.18 871.18 61.18 0
#1 service 9 0 877.01 967.01 67.01 0
#1 service 12 0 994.67 1084.67 94.67 0
#1 service 11 0 1117.91 1207.91 127.91 0
#1 finish 0 0 1226.02 1226.02 146.02 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1226.02 146.02 0
