Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 23.35 113.35 23.35 0
#1 service 3 0 153.19 243.19 63.19 0
#1 service 5 0 246.8 336.8 66.8 0
#1 service 4 0 339.63 429.63 69.63 0
#1 service 1 0 432.46 522.46 72.46 0
#1 service 2 0 524.69 614.69 74.69 0
#1 service 6 0 617.69 707.69 77.69 0
#1 service 7 0 724.72 814.72 94.72 0
#1 service 8 0 819.72 909.72 99.72 0
#1 service 9 0 911.96 1001.96 101.96 0
#1 service 10 0 1006.08 1096.08 106.08 0
#1 service 11 0 1099.24 1189.24 109.24 0
#1 finish 0 0 1224.75 1224.75 144.75 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1224.75 144.75 0
