Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 41.19 131.19 41.19 0
#1 service 9 0 171.51 261.51 81.51 0
#1 service 6 0 261.51 351.51 81.51 0
#1 service 3 0 351.51 441.51 81.51 0
#1 service 7 0 441.51 531.51 81.51 0
#1 service 4 0 531.51 621.51 81.51 0
#1 service 8 0 621.51 711.51 81.51 0
#1 service 2 0 711.51 801.51 81.51 0
#1 service 10 0 801.51 891.51 81.51 0
#1 service 12 0 891.51 981.51 81.51 0
#1 service 11 0 981.51 1071.51 81.51 0
#1 service 5 0 1071.51 1161.51 81.51 0
#1 finish 0 0 1233.91 1233.91 153.91 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1233.91 153.91 0
