Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 77.18 167.18 77.18 0
#1 service 5 0 173.88 263.88 83.88 0
#1 service 2 0 267.05 357.05 87.05 0
#1 service 4 0 359.28 449.28 89.28 0
#1 service 1 0 451.28 541.28 91.28 0
#1 service 6 0 547.99 637.99 97.99 0
#1 service 7 0 686.25 776.25 146.25 0
#1 service 9 0 782.65 872.65 152.65 0
#1 service 12 0 874.07 964.07 154.07 0
#1 service 10 0 971.35 1061.35 161.35 0
#1 service 8 0 1064.95 1154.95 164.95 624.95
#1 service 11 0 1162.02 1252.02 172.02 441.02
#1 finish 0 0 1291.07 1291.07 211.07 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1291.07 211.07 1065.98
