Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 100.18 190.18 100.18 0
#1 service 8 0 196.02 286.02 106.02 0
#1 service 10 0 309.36 399.36 129.36 108.36
#1 service 12 0 444.46 534.46 174.46 267.46
#1 service 11 0 537.46 627.46 177.46 127.46
#1 service 5 0 677.11 767.11 227.11 86.11
#1 service 3 0 769.35 859.35 229.35 0
#1 service 1 0 887.79 977.79 257.79 0
#1 service 2 0 985.85 1075.85 265.85 308.85
#1 service 4 0 1099.17 1189.17 289.17 410.17
#1 service 6 0 1223.38 1313.38 323.38 756.38
#1 service 7 0 1316.54 1406.54 326.54 945.54
#1 finish 0 0 1473.39 1473.39 393.39 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1473.39 393.39 3010.34
