Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 87.28 177.28 87.28 0
#1 service 12 0 183.28 273.28 93.28 0
#1 service 6 0 314.91 404.91 134.91 0
#1 service 4 0 409.91 499.91 139.91 0
#1 service 3 0 502.74 592.74 142.74 0
#1 service 1 0 616.34 706.34 166.34 0
#1 service 10 63.92 744.08 898.0 204.08 0
#1 service 9 0 918.25 1008.25 224.32 0
#1 service 2 0 1068.69 1158.69 284.76 0
#1 service 8 0 1161.52 1251.52 287.59 235.52
#1 service 5 0 1255.99 1345.99 292.06 0
#1 service 7 0 1354.24 1444.24 300.31 151.24
#1 finish 0 0 1498.27 1498.27 354.35 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   63.92  1498.27 354.35 386.75
