Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 4.24 14.24 4.24 0
#1 service 8 0 27.24 37.24 17.24 0
#1 service 5 0 47.24 57.24 27.24 0
#1 service 3 0 70.05 80.05 40.05 0
#1 service 4 0 111.43 121.43 71.43 38.43
#1 service 6 15.57 123.43 149.0 73.43 0
#1 service 1 0 169.4 179.4 93.83 0
#1 service 7 0 192.55 202.55 106.98 0
#1 service 2 0 208.87 218.87 113.31 0
#1 service 9 0 235.03 245.03 129.46 61.03
#1 finish 0 0 255.03 255.03 139.46 15.03
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.57  255.03 139.46 114.49
