Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 35.36 45.36 35.36 0
#1 service 7 0 48.36 58.36 38.36 0
#1 service 5 0 63.74 73.74 43.74 0
#1 service 4 0 75.74 85.74 45.74 0
#1 service 3 0 95.17 105.17 55.17 0
#1 service 1 0 123.2 133.2 73.2 0
#1 service 2 0 146.24 156.24 86.24 0
#1 service 8 0 174.35 184.35 104.35 0
#1 service 9 0 232.24 242.24 152.24 53.24
#1 service 10 0 280.25 290.25 190.25 70.25
#1 finish 0 0 309.49 309.49 209.49 69.49
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  309.49 209.49 192.97
