Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 26.93 36.93 26.93 0
#1 service 4 0 44.0 54.0 34.0 0
#1 service 1 21.69 68.31 100.0 48.31 0
#1 service 2 0 104.47 114.47 52.79 0
#1 service 5 16.53 124.47 151.0 62.79 0
#1 service 10 0 162.18 172.18 73.97 0
#1 service 3 0 187.41 197.41 89.2 0
#1 service 8 0 216.83 226.83 108.62 67.83
#1 service 9 0 228.83 238.83 110.62 139.83
#1 service 7 0 244.66 254.66 116.45 72.66
#1 finish 0 0 292.74 292.74 154.53 52.74
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   38.21  292.74 154.53 333.05
