Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 14.14 24.14 14.14 0
#1 service 11 15.85 64.15 90.0 54.15 0
#1 service 10 0 93.0 103.0 57.15 0
#1 service 8 0 110.21 120.21 64.37 11.21
#1 service 2 0 131.03 141.03 75.18 54.03
#1 service 3 0 143.26 153.26 77.42 53.26
#1 service 4 0 154.26 164.26 78.42 53.26
#1 service 5 0 166.26 176.26 80.42 53.26
#1 service 7 0 183.47 193.47 87.63 16.47
#1 service 1 0 203.47 213.47 97.63 142.47
#1 service 6 0 240.64 250.64 124.8 197.64
#1 finish 0 0 263.64 263.64 137.8 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.85  263.64 137.8 581.62
