Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 639.69 156.31 806.0 156.31 0
#1 service 12 0 859.71 869.71 210.02 0
#1 service 7 22.62 892.38 925.0 232.69 0
#1 service 9 0 992.98 1002.98 300.67 0
#1 service 6 0 1026.41 1036.41 324.1 130.41
#1 service 8 0 1080.34 1090.34 368.03 102.34
#1 service 3 0 1128.67 1138.67 406.36 156.67
#1 service 1 0 1167.3 1177.3 435.0 177.3
#1 service 2 0 1197.92 1207.92 455.61 181.92
#1 service 4 0 1237.75 1247.75 485.45 243.75
#1 service 5 0 1259.79 1269.79 497.49 180.79
#1 service 11 0 1308.69 1318.69 536.39 161.69
#1 finish 0 0 1359.41 1359.41 577.1 153.41
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   662.31  1359.41 577.1 1488.29
