Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 84.15 174.15 84.15 0
#1 service 2 0 197.92 287.92 107.92 0
#1 service 7 0 291.92 381.92 111.92 0
#1 service 6 0 382.92 472.92 112.92 0
#1 service 5 0 474.92 564.92 114.92 0
#1 service 8 152.67 566.33 809.0 116.33 0
#1 service 1 0 828.03 918.03 135.36 0
#1 service 10 0 937.83 1027.83 155.16 0
#1 service 4 0 1030.83 1120.83 158.16 0
#1 service 3 0 1127.53 1217.53 164.87 0
#1 service 11 0 1224.24 1314.24 171.57 0
#1 service 12 0 1317.07 1407.07 174.4 0
#1 finish 0 0 1493.52 1493.52 260.86 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   152.67  1493.52 260.86 0
