Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 34.93 44.93 34.93 0
#1 service 4 0 59.35 69.35 49.35 0
#1 service 2 0 90.37 100.37 70.37 0
#1 service 9 0 117.4 127.4 87.4 0
#1 service 10 0 136.4 146.4 96.4 0
#1 service 6 0 167.21 177.21 117.21 0
#1 service 1 0 245.48 255.48 185.48 90.48
#1 service 7 0 267.48 277.48 197.48 117.48
#1 service 5 0 349.65 359.65 269.65 179.65
#1 service 8 0 398.12 408.12 308.12 200.12
#1 finish 0 0 429.5 429.5 329.5 199.5
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  429.5 329.5 787.22
