Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 22.47 32.47 22.47 0
#1 service 5 8.14 37.86 56.0 27.86 0
#1 service 4 13.39 59.61 83.0 31.46 0
#1 service 3 0 87.47 97.47 35.94 0
#1 service 8 0 136.38 146.38 74.85 0
#1 service 10 0 162.19 172.19 90.66 0
#1 service 7 0 178.9 188.9 97.36 0
#1 service 9 0 195.31 205.31 103.77 60.31
#1 service 1 0 211.63 221.63 110.09 101.63
#1 service 6 0 235.05 245.05 123.51 116.05
#1 finish 0 0 260.7 260.7 139.16 30.7
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   21.54  260.7 139.16 308.68
