Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 25.5 35.5 25.5 0
#1 service 4 70.45 44.55 125.0 34.55 0
#1 service 1 0 163.91 173.91 73.46 0
#1 service 7 0 189.56 199.56 89.11 0
#1 service 6 0 205.97 215.97 95.52 89.97
#1 service 10 0 257.01 267.01 136.56 138.01
#1 service 8 0 311.16 321.16 180.71 179.16
#1 service 9 0 367.23 377.23 226.78 215.23
#1 service 2 0 417.54 427.54 267.09 258.54
#1 service 5 0 459.32 469.32 298.87 321.32
#1 finish 0 0 501.21 501.21 330.76 271.21
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   70.45  501.21 330.76 1473.44
