Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 104.0 194.0 104.0 0
#1 service 8 0 195.42 285.42 105.42 0
#1 service 11 0 287.66 377.66 107.66 0
#1 service 6 0 381.26 471.26 111.26 0
#1 service 10 157.74 473.26 721.0 113.26 0
#1 service 3 6.38 741.62 838.0 133.88 0
#1 service 4 0 851.6 941.6 147.48 0
#1 service 2 0 959.85 1049.85 165.73 0
#1 service 1 0 1054.95 1144.95 170.82 0
#1 service 7 0 1165.05 1255.05 190.92 0
#1 service 5 0 1284.25 1374.25 220.13 0
#1 finish 0 0 1481.09 1481.09 326.96 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   164.12  1481.09 326.96 0
