Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 7.28 97.28 7.28 0
#1 service 4 0 104.35 194.35 14.35 0
#1 service 3 0 196.59 286.59 16.59 0
#1 service 2 0 319.71 409.71 49.71 0
#1 service 9 437.28 453.72 981.0 93.72 0
#1 service 12 0 983.24 1073.24 95.96 126.24
#1 service 11 0 1130.52 1220.52 153.24 533.52
#1 service 1 0 1224.12 1314.12 156.84 0
#1 service 10 0 1391.92 1481.92 234.64 374.92
#1 service 8 0 1487.92 1577.92 240.64 383.92
#1 service 5 0 1609.7 1699.7 272.42 0
#1 service 6 0 1704.7 1794.7 277.42 0
#1 finish 0 0 1804.7 1804.7 287.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   437.28  1804.7 287.42 1418.58
