Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 83.29 93.29 83.29 0
#1 service 8 0 96.46 106.46 86.46 0
#1 service 3 7.29 126.71 144.0 106.71 0
#1 service 2 0 146.83 156.83 109.53 0
#1 service 1 110.76 176.24 297.0 128.95 0
#1 service 7 0 332.17 342.17 164.12 0
#1 service 12 0 354.34 364.34 176.29 186.34
#1 service 6 0 389.97 399.97 201.92 0
#1 service 5 0 403.13 413.13 205.08 0
#1 service 4 37.71 416.29 464.0 208.24 0
#1 service 9 0 486.56 496.56 230.8 0
#1 service 11 0 525.58 535.58 259.82 0
#1 finish 0 0 599.98 599.98 324.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   155.76  599.98 324.23 186.34
