Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 92.66 102.66 92.66 0
#1 service 7 0 114.37 124.37 104.37 0
#1 service 10 0 127.97 137.97 107.97 0
#1 service 12 0 140.21 150.21 110.21 0
#1 service 9 0 152.44 162.44 112.44 0
#1 service 8 0 163.86 173.86 113.86 0
#1 service 11 58.04 178.96 247.0 118.96 0
#1 service 6 0 252.0 262.0 123.96 0
#1 service 3 0 265.16 275.16 127.12 0
#1 service 4 0 291.32 301.32 143.27 0
#1 service 5 0 305.56 315.56 147.52 0
#1 service 1 36.98 333.02 380.0 164.98 0
#1 finish 0 0 464.22 464.22 249.2 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   95.02  464.22 249.2 0
