Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 99.49 109.49 99.49 0
#1 service 3 0 114.59 124.59 104.59 0
#1 service 10 0 132.4 142.4 112.4 0
#1 service 12 29.44 145.56 185.0 115.56 0
#1 service 11 0 198.04 208.04 128.6 0
#1 service 8 0 217.94 227.94 138.5 0
#1 service 6 0 233.04 243.04 143.6 0
#1 service 5 0 245.04 255.04 145.6 0
#1 service 1 0 267.12 277.12 157.68 0
#1 service 2 193.88 285.12 489.0 165.68 0
#1 service 4 0 492.61 502.61 169.29 0
#1 service 9 0 508.44 518.44 175.12 0
#1 finish 0 0 612.16 612.16 268.84 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   223.32  612.16 268.84 0
