Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 25.5 35.5 25.5 0
#1 service 6 0 45.79 55.79 35.79 0
#1 service 11 0 74.23 84.23 54.23 0
#1 service 12 0 87.23 97.23 57.23 0
#1 service 8 0 107.23 117.23 67.23 0
#1 service 7 4.16 120.84 135.0 70.84 0
#1 service 4 0 147.0 157.0 82.84 0
#1 service 5 37.75 165.25 213.0 91.08 0
#1 service 9 0 216.16 226.16 94.24 0
#1 service 2 0 233.78 243.78 101.86 0
#1 service 1 0 252.26 262.26 110.34 0
#1 service 3 0 271.21 281.21 119.29 0
#1 finish 0 0 314.22 314.22 152.3 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   41.92  314.22 152.3 0
